Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,HZ,VC,FU,BC,SQ,FG+,MI,TS,DZ,RA,BR,FG,SN,Datetime_Date
1610,2011-07-09,94.0,50.0,70.9666666667,3.0,57.8333333333,63.1333333333,8.0,0.0,0.0693333333333,29.172,29.885,14.3,19,8.12333333333,0.0666666666667,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.0,0.0666666666667,0.0333333333333,0.333333333333,0.3,0.0333333333333,0.0,2011-07-09
1612,2011-07-10,94.0,50.0,71.7333333333,10.0,58.2333333333,63.6333333333,8.0,0.0,0.052,29.171,29.8833333333,14.3,19,8.18,0.0666666666667,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.0,0.0666666666667,0.0333333333333,0.3,0.266666666667,0.0333333333333,0.0,2011-07-10
1614,2011-07-11,94.0,50.0,72.5,7.0,58.8,64.2666666667,8.0,0.0,0.064,29.167,29.879,14.3,25,8.27333333333,0.1,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0666666666667,0.0,0.266666666667,0.233333333333,0.0,0.0,2011-07-11
1616,2011-07-12,94.0,53.0,73.2333333333,6.0,59.4,64.8333333333,2.0,0.0,0.0643333333333,29.1626666667,29.8736666667,14.3,2,8.23333333333,0.1,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0666666666667,0.0,0.3,0.2,0.0,0.0,2011-07-12
1618,2011-07-13,94.0,53.0,73.4333333333,-4.0,59.8666666667,65.1333333333,1.0,0.0,0.0643333333333,29.1613333333,29.872,14.3,4,8.33666666667,0.1,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0666666666667,0.0,0.3,0.2,0.0,0.0,2011-07-13
1620,2011-07-14,94.0,57.0,73.6333333333,-2.0,60.1,65.3666666667,1.0,0.0,0.0643333333333,29.163,29.8723333333,14.3,10,8.31666666667,0.1,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0666666666667,0.0,0.3,0.2,0.0,0.0,2011-07-14
1622,2011-07-15,94.0,57.0,74.1333333333,5.0,60.1333333333,65.5333333333,1.0,0.0,0.0376666666667,29.172,29.8806666667,14.3,9,8.16666666667,0.1,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.266666666667,0.166666666667,0.0,0.0,2011-07-15
1624,2011-07-16,94.0,57.0,74.4333333333,6.0,60.2,65.7,1.0,0.0,0.0363333333333,29.181,29.8893333333,14.3,19,8.06,0.1,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.266666666667,0.133333333333,0.0,0.0,2011-07-16
1626,2011-07-17,95.0,57.0,74.8,8.0,60.5,66.0333333333,1.0,0.0,0.0363333333333,29.1883333333,29.897,14.3,22,8.05333333333,0.1,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.266666666667,0.133333333333,0.0,0.0,2011-07-17
1628,2011-07-18,95.0,57.0,75.2333333333,12.0,60.9333333333,66.4666666667,1.0,0.0,0.0366666666667,29.1926666667,29.9016666667,14.3,25,8.2,0.133333333333,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.3,0.133333333333,0.0,0.0,2011-07-18
1630,2011-07-19,95.0,57.0,75.7,12.0,61.1666666667,66.7333333333,1.0,0.0,0.0366666666667,29.1973333333,29.9063333333,14.3,7,8.23333333333,0.133333333333,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.3,0.133333333333,0.0,0.0,2011-07-19
1632,2011-07-20,99.0,57.0,76.1666666667,12.0,61.3666666667,67.0,1.0,0.0,0.0313333333333,29.1996666667,29.909,14.3,23,8.32,0.166666666667,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0,0.0,0.266666666667,0.133333333333,0.0,0.0,2011-07-20
1634,2011-07-21,99.0,57.0,76.4666666667,13.0,61.3666666667,67.1333333333,1.0,0.0,0.017,29.2056666667,29.9143333333,14.3,28,8.21,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.233333333333,0.1,0.0,0.0,2011-07-21
1636,2011-07-22,99.0,57.0,76.8,5.0,61.6,67.4,1.0,0.0,0.068,29.2153333333,29.924,14.3,9,8.06333333333,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.233333333333,0.133333333333,0.0,0.0,2011-07-22
1638,2011-07-23,99.0,57.0,77.2,5.0,61.9666666667,67.7666666667,1.0,0.0,0.296333333333,29.2263333333,29.9356666667,14.3,30,7.81666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.233333333333,0.133333333333,0.0,0.0,2011-07-23
1640,2011-07-24,99.0,57.0,77.7333333333,6.0,62.4333333333,68.2333333333,0.0,4.0,0.302333333333,29.2323333333,29.9426666667,14.3,23,7.71,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.266666666667,0.166666666667,0.0,0.0,2011-07-24
1642,2011-07-25,99.0,57.0,78.1333333333,7.0,62.8666666667,68.6,0.0,4.0,0.302333333333,29.232,29.9423333333,14.3,32,7.77333333333,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.266666666667,0.166666666667,0.0,0.0,2011-07-25
1644,2011-07-26,99.0,59.0,78.4,3.0,63.2,68.8666666667,0.0,4.0,0.302333333333,29.2303333333,29.9403333333,14.3,5,7.82666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.266666666667,0.166666666667,0.0,0.0,2011-07-26
1646,2011-07-27,99.0,59.0,78.6,5.0,63.3,68.9666666667,0.0,4.0,0.325,29.232,29.942,14.3,16,7.78333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.266666666667,0.166666666667,0.0,0.0,2011-07-27
1648,2011-07-28,99.0,59.0,78.8666666667,6.0,63.8666666667,69.4,0.0,4.0,0.348333333333,29.2293333333,29.939,14.3,23,7.69,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.2,0.0,0.0,2011-07-28
1650,2011-07-29,99.0,59.0,79.1666666667,5.0,64.2333333333,69.7,0.0,4.0,0.371666666667,29.227,29.9363333333,14.3,4,7.70666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.233333333333,0.0,0.0,2011-07-29
1652,2011-07-30,99.0,59.0,79.3333333333,5.0,64.3,69.8,0.0,4.0,0.371666666667,29.2293333333,29.938,14.3,13,7.50666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.233333333333,0.0,0.0,2011-07-30
1654,2011-07-31,99.0,59.0,79.2666666667,5.0,64.5333333333,69.9666666667,0.0,4.0,0.371666666667,29.233,29.9413333333,10.6,25,7.17666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.233333333333,0.0,0.0,2011-07-31
1656,2011-08-01,99.0,59.0,79.2666666667,10.0,64.6,70.0,0.0,4.0,0.371666666667,29.234,29.9426666667,10.6,27,7.06333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.2,0.0,0.0,2011-08-01
1658,2011-08-02,99.0,59.0,79.5,11.0,65.1333333333,70.3666666667,0.0,4.0,0.386,29.226,29.9356666667,10.6,21,7.17,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.2,0.0,0.0,2011-08-02
1660,2011-08-03,99.0,59.0,79.5666666667,6.0,65.5333333333,70.6,0.0,4.0,0.386,29.221,29.9303333333,10.6,2,7.29333333333,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.2,0.0,0.0,2011-08-03
1662,2011-08-04,99.0,59.0,79.4666666667,4.0,65.7333333333,70.6333333333,0.0,4.0,0.386,29.221,29.9296666667,10.6,5,7.28666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.2,0.0,0.0,2011-08-04
1664,2011-08-05,99.0,59.0,79.4,3.0,65.9666666667,70.7666666667,0.0,4.0,0.386,29.219,29.9283333333,10.6,5,7.22,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.333333333333,0.2,0.0,0.0,2011-08-05
1666,2011-08-06,99.0,59.0,79.6,6.0,66.5333333333,71.1,0.0,4.0,0.392,29.215,29.924,10.6,5,7.14666666667,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.333333333333,0.233333333333,0.0,0.0,2011-08-06
1668,2011-08-07,99.0,59.0,79.7,4.0,67.1333333333,71.4,0.0,4.0,0.417,29.2103333333,29.9196666667,10.6,27,7.16,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.366666666667,0.266666666667,0.0,0.0,2011-08-07
1670,2011-08-08,99.0,59.0,79.6333333333,1.0,67.4333333333,71.5,0.0,4.0,0.438,29.2033333333,29.913,10.6,4,7.17,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.4,0.3,0.0,0.0,2011-08-08
1672,2011-08-09,99.0,59.0,79.2666666667,-1.0,67.2,71.3,0.0,4.0,0.438,29.1963333333,29.9056666667,10.8,28,7.21666666667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.4,0.333333333333,0.0,0.0,2011-08-09
1674,2011-08-10,99.0,59.0,78.9,-4.0,66.6333333333,70.8666666667,0.0,4.0,0.425,29.197,29.9063333333,10.8,31,7.22333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.4,0.333333333333,0.0,0.0,2011-08-10
1676,2011-08-11,99.0,57.0,78.5666666667,-4.0,66.3333333333,70.6,0.0,4.0,0.424666666667,29.197,29.9066666667,10.8,24,7.06666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.366666666667,0.333333333333,0.0,0.0,2011-08-11
1678,2011-08-12,99.0,57.0,78.6333333333,-2.0,66.4,70.6666666667,0.0,4.0,0.424666666667,29.1926666667,29.9026666667,10.8,19,6.98666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.366666666667,0.333333333333,0.0,0.0,2011-08-12
1680,2011-08-13,99.0,57.0,78.7,0.0,66.6666666667,70.7666666667,0.0,4.0,0.449666666667,29.1876666667,29.8973333333,10.8,27,6.94333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.4,0.333333333333,0.0,0.0,2011-08-13
1682,2011-08-14,99.0,57.0,78.3666666667,-3.0,66.6666666667,70.6666666667,0.0,4.0,0.449666666667,29.1866666667,29.8963333333,10.8,36,7.11,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.433333333333,0.333333333333,0.0,0.0,2011-08-14
1684,2011-08-15,99.0,57.0,78.0333333333,-2.0,66.4666666667,70.4666666667,0.0,4.0,0.449666666667,29.1853333333,29.895,10.8,2,7.13,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.4,0.333333333333,0.0,0.0,2011-08-15
1686,2011-08-16,99.0,57.0,77.7333333333,1.0,66.1,70.1333333333,0.0,4.0,0.449666666667,29.1843333333,29.894,10.8,18,7.04666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.4,0.333333333333,0.0,0.0,2011-08-16
1688,2011-08-17,99.0,57.0,77.3,1.0,65.7,69.7666666667,0.0,4.0,0.449333333333,29.187,29.896,10.8,22,6.88666666667,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.366666666667,0.333333333333,0.0,0.0,2011-08-17
1690,2011-08-18,99.0,57.0,76.9666666667,4.0,65.3,69.4333333333,0.0,4.0,0.449333333333,29.189,29.8983333333,10.8,4,6.85333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.366666666667,0.333333333333,0.0,0.0,2011-08-18
1692,2011-08-19,99.0,57.0,76.6333333333,5.0,64.9666666667,69.1333333333,0.0,4.0,0.448666666667,29.1923333333,29.9013333333,10.8,14,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233333333333,0.0,0.366666666667,0.3,0.0,0.0,2011-08-19
1694,2011-08-20,93.0,57.0,76.1666666667,2.0,64.8666666667,68.9,0.0,4.0,0.485,29.1963333333,29.9053333333,10.8,21,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.333333333333,0.0333333333333,0.0,2011-08-20
1696,2011-08-21,93.0,57.0,75.9333333333,1.0,64.4666666667,68.5666666667,0.0,4.0,0.433333333333,29.199,29.9083333333,10.8,32,6.47333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.4,0.3,0.0333333333333,0.0,2011-08-21
1698,2011-08-22,93.0,57.0,75.6666666667,0.0,64.1,68.2666666667,0.0,4.0,0.204666666667,29.2013333333,29.9106666667,10.8,26,6.43333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.366666666667,0.266666666667,0.0333333333333,0.0,2011-08-22
1700,2011-08-23,93.0,57.0,75.2666666667,-3.0,63.8666666667,68.0,0.0,3.0,0.220333333333,29.196,29.907,10.8,20,6.54666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.366666666667,0.266666666667,0.0333333333333,0.0,2011-08-23
1702,2011-08-24,93.0,57.0,75.2666666667,10.0,63.8333333333,67.9666666667,0.0,3.0,0.220333333333,29.189,29.9,10.8,27,6.68666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.366666666667,0.3,0.0333333333333,0.0,2011-08-24
1704,2011-08-25,93.0,57.0,75.1666666667,4.0,63.7,67.8333333333,0.0,3.0,0.220333333333,29.1916666667,29.9023333333,10.8,36,6.64666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.366666666667,0.3,0.0333333333333,0.0,2011-08-25
1706,2011-08-26,93.0,57.0,74.9,1.0,63.4333333333,67.6,0.0,3.0,0.196666666667,29.196,29.9066666667,10.8,26,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.333333333333,0.3,0.0333333333333,0.0,2011-08-26
1708,2011-08-27,93.0,57.0,74.6666666667,3.0,63.1333333333,67.3333333333,0.0,3.0,0.173333333333,29.1963333333,29.908,10.8,2,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.3,0.266666666667,0.0333333333333,0.0,2011-08-27
1710,2011-08-28,93.0,57.0,74.3333333333,-1.0,62.8,67.0,0.0,3.0,0.15,29.1943333333,29.9063333333,10.8,2,6.58666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.3,0.233333333333,0.0333333333333,0.0,2011-08-28
1712,2011-08-29,93.0,57.0,74.0,-1.0,62.5333333333,66.7333333333,0.0,3.0,0.15,29.193,29.905,10.8,2,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.3,0.233333333333,0.0333333333333,0.0,2011-08-29
1714,2011-08-30,93.0,57.0,73.6666666667,-1.0,62.1,66.3666666667,0.0,3.0,0.151333333333,29.1923333333,29.904,10.8,15,6.63333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.333333333333,0.233333333333,0.0333333333333,0.0,2011-08-30
1716,2011-08-31,93.0,57.0,73.4333333333,7.0,61.8333333333,66.1333333333,0.0,3.0,0.151333333333,29.1906666667,29.9026666667,10.8,17,6.74666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.366666666667,0.233333333333,0.0333333333333,0.0,2011-08-31
1718,2011-09-01,93.0,57.0,73.3666666667,14.0,61.7666666667,66.1,0.0,3.0,0.137,29.196,29.9073333333,10.8,21,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.366666666667,0.233333333333,0.0333333333333,0.0,2011-09-01
1720,2011-09-02,93.0,57.0,73.5333333333,16.0,61.8333333333,66.2,0.0,3.0,0.137,29.1983333333,29.91,10.8,22,6.62,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.366666666667,0.233333333333,0.0333333333333,0.0,2011-09-02
1722,2011-09-03,93.0,57.0,73.6,11.0,61.8666666667,66.2666666667,0.0,3.0,0.137666666667,29.1953333333,29.9076666667,10.8,29,6.62666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.4,0.266666666667,0.0333333333333,0.0,2011-09-03
1724,2011-09-04,93.0,57.0,73.2666666667,-2.0,61.4,65.9,0.0,1.0,0.137666666667,29.1963333333,29.908,10.8,32,6.82666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.366666666667,0.266666666667,0.0333333333333,0.0,2011-09-04
1726,2011-09-05,93.0,52.0,72.6,-8.0,60.5666666667,65.2333333333,6.0,0.0,0.131666666667,29.206,29.9173333333,14.2,1,7.18666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.333333333333,0.233333333333,0.0333333333333,0.0,2011-09-05
1728,2011-09-06,93.0,51.0,72.0,-8.0,59.8,64.6,6.0,0.0,0.106666666667,29.2196666667,29.931,14.2,3,7.31,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.3,0.2,0.0333333333333,0.0,2011-09-06
1730,2011-09-07,93.0,51.0,71.5666666667,-6.0,59.1333333333,64.1,6.0,0.0,0.0856666666667,29.2336666667,29.9456666667,14.2,1,7.46333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.266666666667,0.166666666667,0.0333333333333,0.0,2011-09-07
1732,2011-09-08,93.0,51.0,71.3666666667,0.0,58.8666666667,63.8666666667,6.0,0.0,0.0856666666667,29.246,29.94,14.2,2,7.54,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.3,0.133333333333,0.0333333333333,0.0,2011-09-08
1734,2011-09-09,93.0,51.0,71.2666666667,0.0,59.0666666667,63.9,6.0,0.0,0.0863333333333,29.249,29.944,14.2,4,7.52666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.333333333333,0.133333333333,0.0333333333333,0.0,2011-09-09
1736,2011-09-10,93.0,51.0,71.2,1.0,59.2333333333,63.9333333333,6.0,0.0,0.0863333333333,29.2503333333,29.9456666667,14.2,14,7.53,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.333333333333,0.166666666667,0.0333333333333,0.0,2011-09-10
1738,2011-09-11,93.0,51.0,71.1666666667,5.0,59.2333333333,63.9,6.0,0.0,0.0863333333333,29.252,29.9473333333,14.2,27,7.43,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.333333333333,0.2,0.0333333333333,0.0,2011-09-11
1740,2011-09-12,93.0,51.0,71.2333333333,10.0,59.0666666667,63.8666666667,6.0,0.0,0.0613333333333,29.253,29.949,14.2,23,7.57,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.3,0.2,0.0333333333333,0.0,2011-09-12
1742,2011-09-13,93.0,51.0,71.1,0.0,58.8666666667,63.7333333333,6.0,0.0,0.0613333333333,29.2516666667,29.9473333333,14.2,31,7.47,0.1,0.0,0.0333333333333,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.266666666667,0.233333333333,0.0333333333333,0.0,2011-09-13
1744,2011-09-14,93.0,47.0,70.5333333333,-11.0,58.4666666667,63.3,12.0,0.0,0.064,29.2553333333,29.951,14.2,34,7.55,0.133333333333,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.3,0.266666666667,0.0333333333333,0.0,2011-09-14
1746,2011-09-15,93.0,42.0,69.8,-13.0,57.7,62.6333333333,14.0,0.0,0.064,29.265,29.961,14.2,1,7.70333333333,0.133333333333,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.3,0.266666666667,0.0333333333333,0.0,2011-09-15
1748,2011-09-16,93.0,42.0,69.1,-12.0,56.9333333333,61.9666666667,14.0,0.0,0.064,29.2743333333,29.9713333333,14.2,8,7.61333333333,0.133333333333,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.3,0.266666666667,0.0333333333333,0.0,2011-09-16
1750,2011-09-17,93.0,42.0,68.5333333333,-5.0,56.4333333333,61.5,14.0,0.0,0.064,29.2843333333,29.9816666667,14.2,11,7.73666666667,0.133333333333,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.3,0.266666666667,0.0333333333333,0.0,2011-09-17
1752,2011-09-18,93.0,42.0,68.0,-4.0,56.1666666667,61.1333333333,14.0,0.0,0.0783333333333,29.2896666667,29.989,14.2,15,7.88,0.133333333333,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.333333333333,0.3,0.0333333333333,0.0,2011-09-18
1754,2011-09-19,93.0,42.0,67.6333333333,-1.0,55.8666666667,60.8333333333,14.0,0.0,0.0493333333333,29.2903333333,29.9903333333,14.2,29,7.96,0.133333333333,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0333333333333,0.0333333333333,0.333333333333,0.3,0.0,0.0,2011-09-19
1756,2011-09-20,93.0,42.0,67.3,0.0,55.7333333333,60.6666666667,14.0,0.0,0.0493333333333,29.2903333333,29.9746666667,14.2,18,7.92,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0333333333333,0.0333333333333,0.3,0.333333333333,0.0333333333333,0.0,2011-09-20
1758,2011-09-21,93.0,42.0,67.0666666667,2.0,55.4,60.4,14.0,0.0,0.0493333333333,29.288,29.9723333333,14.2,25,8.15,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0333333333333,0.0333333333333,0.333333333333,0.333333333333,0.0333333333333,0.0,2011-09-21
1760,2011-09-22,93.0,42.0,66.7333333333,-4.0,54.8666666667,59.9666666667,14.0,0.0,0.0276666666667,29.2966666667,29.9796666667,14.2,27,8.05333333333,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.3,0.3,0.0333333333333,0.0,2011-09-22
1762,2011-09-23,93.0,42.0,65.8666666667,-6.0,54.1666666667,59.2666666667,14.0,0.0,0.0276666666667,29.308,29.9916666667,14.2,36,7.93,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.3,0.266666666667,0.0333333333333,0.0,2011-09-23
1764,2011-09-24,93.0,42.0,65.3,-4.0,53.8333333333,58.8333333333,14.0,0.0,0.0323333333333,29.308,29.993,14.2,3,7.84,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.333333333333,0.3,0.0333333333333,0.0,2011-09-24
1766,2011-09-25,93.0,42.0,64.8666666667,-3.0,53.6666666667,58.5666666667,14.0,0.0,0.035,29.3036666667,29.9893333333,14.2,14,7.91333333333,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.366666666667,0.3,0.0333333333333,0.0,2011-09-25
1768,2011-09-26,93.0,42.0,64.3333333333,-3.0,53.3,58.1333333333,14.0,0.0,0.0753333333333,29.294,29.98,14.2,18,8.12,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.4,0.333333333333,0.0333333333333,0.0,2011-09-26
1770,2011-09-27,93.0,42.0,64.0,-1.0,53.1666666667,57.9333333333,14.0,0.0,0.0856666666667,29.2866666667,29.9726666667,14.2,6,8.13333333333,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.433333333333,0.366666666667,0.0333333333333,0.0,2011-09-27
1772,2011-09-28,93.0,42.0,63.6333333333,-1.0,53.1,57.7,14.0,0.0,0.111333333333,29.2786666667,29.965,14.2,32,8.25,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.466666666667,0.4,0.0333333333333,0.0,2011-09-28
1774,2011-09-29,93.0,42.0,63.2666666667,-1.0,52.9333333333,57.4,14.0,0.0,0.112,29.267,29.954,14.2,28,8.49,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.466666666667,0.433333333333,0.0333333333333,0.0,2011-09-29
1776,2011-09-30,93.0,42.0,62.4333333333,-8.0,52.1666666667,56.7,14.0,0.0,0.115,29.27,29.956,14.6,34,8.71333333333,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.466666666667,0.433333333333,0.0333333333333,0.0,2011-09-30
1778,2011-10-01,92.0,42.0,61.3333333333,-9.0,51.1333333333,55.7,16.0,0.0,0.115,29.281,29.9676666667,14.6,36,8.86,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.466666666667,0.433333333333,0.0333333333333,0.0,2011-10-01
1780,2011-10-02,89.0,41.0,60.3333333333,-4.0,50.1,54.7666666667,16.0,0.0,0.115,29.2906666667,29.9786666667,14.6,32,8.79333333333,0.1,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.466666666667,0.433333333333,0.0333333333333,0.0,2011-10-02
1782,2011-10-03,86.0,41.0,59.6,0.0,49.3666666667,54.0666666667,16.0,0.0,0.114333333333,29.3013333333,29.99,14.6,3,8.75333333333,0.0666666666667,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.433333333333,0.4,0.0333333333333,0.0,2011-10-03
1784,2011-10-04,86.0,41.0,59.4,3.0,49.1333333333,53.8,16.0,0.0,0.114333333333,29.3106666667,30.0003333333,14.6,16,8.44666666667,0.0666666666667,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.433333333333,0.4,0.0333333333333,0.0,2011-10-04
1786,2011-10-05,86.0,41.0,59.6,8.0,49.2333333333,53.9,16.0,0.0,0.114333333333,29.314,30.0043333333,14.6,18,8.06,0.0666666666667,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.433333333333,0.4,0.0333333333333,0.0,2011-10-05
1788,2011-10-06,86.0,41.0,59.8333333333,10.0,49.4,54.1,16.0,0.0,0.114333333333,29.316,30.0066666667,14.6,15,7.87666666667,0.0666666666667,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.433333333333,0.4,0.0333333333333,0.0,2011-10-06
1790,2011-10-07,86.0,41.0,60.1,13.0,49.6,54.2666666667,16.0,0.0,0.114333333333,29.3193333333,30.0096666667,14.6,18,7.77333333333,0.0666666666667,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0333333333333,0.433333333333,0.4,0.0333333333333,0.0,2011-10-07
